Tweet,UserHandle,Party,Issue,Stance
economytoday for the practicality of the new gst rules to be leading in your microeconomy please see URL ask with economytoday modified gst rules registrations payments ask your questions on issues like invoices and opinions of experts at oclock in the morning,OmMathur_bjp,BJP,GST,Agreement
USER_MENTION steps up its hunt blackmoney.switzerlands tax dept issues notices asking appeals within days before giving info,OmMathur_bjp,BJP,GST,Agreement
USER_MENTION ek pita mulayamsinghyadav amp chacha ki vishwas ka mamla bhi hai lucknowformer cm USER_MENTION tweeted the matter not only examined the evm machine the public has confidence in the electoral process samajwadipartypic.twitter.com,OmMathur_bjp,BJP,EVM tampering,Disagreement
USER_MENTION se kyu khafa shikayat hai raat pura hota nhi or sawera ho jata hai gst cleared USER_MENTION cartoon,OmMathur_bjp,BJP,GST,Agreement
india singularly achieves one nation one market last date for gst registration approaches helpline,OmMathur_bjp,BJP,GST,Agreement
a big personal triumph for USER_MENTION as with gst bill india witnesses its biggest economic reform happen since atal jis,OmMathur_bjp,BJP,GST,Agreement
congratulatons to all fellow country men on the passage of gst bills USER_MENTION hails new year new law new,OmMathur_bjp,BJP,GST,Agreement
USER_MENTION will discuss the detail of gst at the holy festival of navratri today in the meeting of the cabinet presenting four bills related to gst in the lok sabha,OmMathur_bjp,BJP,GST,Agreement
yogieffect azamkhan says muslims must stop eating beef demands ban on cow slaughter across india URL,OmMathur_bjp,BJP,Beef Ban,Agreement
i welcome prima facie gestures of maulana khalid rasheed maulana suhaib qasmi ji of aimplb for an amicable solution of rammandirdebate URL ayodhya dispute aimplb ready for outofcourt settlement under sc directives in ram mandirbabri masjid case URL,OmMathur_bjp,BJP,Ram Mandir,Agreement
rammandir ayodhya issue supremecourt suggests outofcourt settlement as its a sensitive issue,OmMathur_bjp,BJP,Ram Mandir,Agreement
i am sure with seudo seculars marginised our muslim brethren will agree when asked where else will rammandir be built if not,OmMathur_bjp,BJP,Ram Mandir,Agreement
union cabinet chaired by the pm USER_MENTION ji passes gst related bills.path is paved for one india one,OmMathur_bjp,BJP,GST,Agreement
USER_MENTION bspup2017 these days drinking water evm is cursingside effects of defeat USER_MENTION ji does not see good governance public service,OmMathur_bjp,BJP,EVM tampering,Disagreement
feeling blessed to take darshan and blessings by being a part of shriram shobhayatras one at shri poddareshwar ram mandir and another at paschim nagpur nagrik sangh in nagpur on the auspicious occasion of ramnavami,Dev_Fadnavis,BJP,Ram Mandir,Agreement
small cities have performed very well in the garbage collection and clean india campaign,Dev_Fadnavis,BJP,Swacch Bharat,Agreement
for the future of magnetic mastery for modern technology for the bright future magneticmaharashtra madeforbusiness USER_MENTION makeinindia makeinmahapic.twitter.com why should pay tax payer money wasted to illegal illegal slums they encroached govt land2 govt gives free home to these illegal land owner regularizing illegal slums for free common man keep on paying home emi for legal property for life time ing socialism,Dev_Fadnavis,BJP,GST,Agreement
salutations to a great visionary philanthropist educationalist and the architect of modern mumbai shri nana jagannath shankarshet on his jayanti today padmavat and god sex truth rules why is there so much god god sex in padma truth pay qn USER_MENTION USER_MENTION USER_MENTION,Dev_Fadnavis,BJP,Padmavati film screening,Agreement
after the death of sudhatai karmarkar veteran dramatist who has devoted his life dedicated to the development of childhood has gone out of his way this is a big loss due to the cultural sector if padamavat and god sex truth is wrong then why not only bhagwan goddess poo pya qi about padmavat in india USER_MENTION USER_MENTION USER_MENTION,Dev_Fadnavis,BJP,Padmavati film screening,Agreement
memories of childhood travel in politics likes and likes and more a dialogue with mr sudhir gadgilji in the program of loksatta URL project of unit of power generation from the kachra free clean india mission vachchar our team can build its demo project in just rupees three lakh rupees we need help the entire cottage is given in pictures share more and more to the countrys interest,Dev_Fadnavis,BJP,Swacch Bharat,Agreement
a big blow to all those who were criticising gst historic news that quarterly gdp growth a big blow to all those who were criticising gst historic news that quarterly gdp growth accelerates to against from the previous quarter.thanks to the continuous reforms by hon USER_MENTION ji that our nation is conquering peaks of success,Dev_Fadnavis,BJP,GST,Agreement
addressed a press conference in nagpur and elaborated on the success of demonetisation and how we are moving towards a clean transparent economy,Dev_Fadnavis,BJP,Demonetisation,Agreement
demonitisation has helped india deal with many issuesfrom reducing menace of blackmoney to better jobs speak on panama papers and now paradisepapers and tell how demonetisation wins demowins bjp is making fun of indians by false claims,Dev_Fadnavis,BJP,Demonetisation,Agreement
hon USER_MENTION jis words on gst proves how india is blessed with a determined honest courageous pm with a single agenda of vikas,Dev_Fadnavis,BJP,GST,Agreement
maharashtra is excited for foundation stone laying ceremony of biggest fdi investmentUSER_MENTION maharashtra is excited for foundation stone laying ceremony of biggest fdi investmentUSER_MENTION live URL,Dev_Fadnavis,BJP,FDIPolicy,Agreement
while the congress has tried to avoid the constitutional recognition of the backward classes commission the bharatiya janata party bjp has passed a bill in both houses of parliament to provide justice to backward classes aka chanakya does his obc outreach in haveri URL,AmitShah,BJP,reservation,Agreement
it is only because of the congress party the bill conferring constitutional status to the obc commision is still stuck in the parliament siddaramaiah and congress party have to answer the people of backward community for blocking the bill on,AmitShah,BJP,reservation,Agreement
when the nation was moving forward against corruption and black money during the ban on the ban the congress was trying to create an atmosphere of confusion and fear in the country by supporting black money under the garb of the poor all the allegations of congress have also been proved wrong,AmitShah,BJP,Demonetisation,Agreement
not only in india but the whole world considered gst as an economic revolution in india the gst has benefited a lot from the poor and the lower middle class traders are exempt from tax terrorism but the congress did not give any reason for spreading confusion and fear among the traders that gst would spread chouhanshivraj m.p in the rural development department who has been working for the last years who worked hard at night the benefit of various schemes in the state has been done to reach the last person the name of the state has been elevated,AmitShah,BJP,GST,Agreement
gdp growth at not only reflects the phenomenol growth of indian economy under modi government but also its ability and foresight to implement systemic reforms which have the potential to ensure sustainable growth for the poor and marginal sections of the society indias gdp reached a rate of from acchedin means celebrating after a selfinflicted modi slump.moreover as USER_MENTION points out fm has to release back series data for new method of calculation of gdpthe economy may be doing much worse than we realise URL,AmitShah,BJP,GDP growth,Agreement
but the biggest hurdle to implement these schemes among backward community of karnataka is the corrupt addressed a meeting with leaders of obc community in gulbarga karnataka the commitment of modi government towards the obc community can be realised by the112 schemes started by pm modi for the welfare of poor backwards and,AmitShah,BJP,reservation,Agreement
addressed a meeting with leaders of obc community in gulbarga karnataka the commitment of modi government towards the obc community can be realised by the112 schemes started by pm modi for the welfare of poor backwards and,AmitShah,BJP,reservation,Agreement
why delete this tweet highlighting the loot of USER_MENTION soninlaw congress has always been at the forefront of highlighting their own robberies such as the npa mess bad loans the free hand they gave to vijay mallya and nirav modi why delete this tweet highlighting the loot of USER_MENTION soninlaw congress has always been at the forefront of highlighting their own robberies such as the npa mess bad loans the free hand they gave to vijay mallya and nirav modi congresslootsfarmers,AmitShah,BJP,PNB Scam,Agreement
pm govt has backed the obc commission and triple talaq bill which are aimed at empowering the community and bringing respectability and dignity to muslim women but the congress has unfortunately betrayed both,AmitShah,BJP,reservation,Agreement
this country will certainly ask the gst to tax gst to gst sending money to the account of the young man in one rank one pension sending money to the martyrs account of the widow giving gas to the poor women in bright plan the poor house from the fortune scheme give me electricity this is robbery,AmitShah,BJP,GST,Agreement
